full_name,first_name,last_name,middle_name,nickname,suffix,other_names_end,other_names_middle,other_names_last,birthday,gender,id_bioguide,id_govtrack,id_icpsr,id_wikipedia,id_wikidata,id_google_entity_id,id_house_history,id_thomas,id_cspan,id_votesmart,id_lis,id_ballotpedia,id_opensecrets,id_fec_0,id_fec_1,id_fec_2
"George Blaine Schwabe",George,Schwabe,Blaine,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000155,409662,8283,"George B. Schwabe",Q1419416,kg:/m/02qd8zm,21332,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Hardie Scott",Hardie,Scott,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1907-06-07,Male,S000172,409678,8299,"Hardie Scott",Q5655983,kg:/m/0f1332,21353,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Frederick Andrew Seaton",Frederick,Seaton,Andrew,"Not Given","Not Given","Not Given","Not Given","Not Given",1909-12-11,Male,S000214,409719,8337,"Fred A. Seaton",Q371052,kg:/m/01xs0l,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Edward Lewis Sittler",Edward,Sittler,Lewis,"Not Given",Jr.,"Not Given","Not Given","Not Given",1908-04-21,Male,S000461,409953,8556,"Edward L. Sittler Jr.",Q5344030,kg:/m/0dp7vf,21712,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Karl Stefan",Karl,Stefan,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000845,410309,8879,"Karl Stefan",Q1313231,kg:/m/0b47r6,22184,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Grady Stigler",William,Stigler,Grady,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000923,410383,8949,"William G. Stigler",Q2578917,kg:/m/02rr6zx,22280,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Lowell Stockman",Lowell,Stockman,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1901-04-12,Male,S000936,410395,8960,"Lowell Stockman",Q1330305,kg:/m/07bmfk,22295,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Frederick George Payne",Frederick,Payne,George,"Not Given","Not Given","Not Given","Not Given","Not Given",1904-07-24,Male,P000150,408554,7271,"Frederick G. Payne",Q883477,kg:/m/02m4g5,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Berchmans Sullivan",John,Sullivan,Berchmans,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S001056,410510,9071,"John B. Sullivan",Q1699217,kg:/m/0852r1,22442,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Boyd Anderson Tackett",Boyd,Tackett,Anderson,"Not Given","Not Given","Not Given","Not Given","Not Given",1911-05-09,Male,T000005,410595,9148,"Boyd Anderson Tackett",Q895903,kg:/m/0bql5_,22637,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Robert Alphonso Taft",Robert,Taft,Alphonso,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,T000009,410599,9152,"Robert A. Taft",Q519730,kg:/m/01_5y1,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Charles William Tobey",Charles,Tobey,William,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,T000289,410862,9401,"Charles W. Tobey",Q883265,kg:/m/08d7tk,22983,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Harry Lancaster Towe",Harry,Towe,Lancaster,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,T000320,410892,9427,"Harry Lancaster Towe",Q1586620,kg:/m/02vrjym,23026,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Thomas Rust Underwood",Thomas,Underwood,Rust,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,U000015,411038,9561,"Thomas R. Underwood",Q2426647,kg:/m/08gnjz,20848,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Richard Bernard Vail",Richard,Vail,Bernard,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,V000003,411062,9584,"Richard B. Vail",Q4320642,kg:/m/02rkcj3,20882,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Albert Clinton Vaughn",Albert,Vaughn,Clinton,"Not Given",Sr.,"Not Given","Not Given","Not Given",NULL,Male,V000077,411134,9653,"Albert C. Vaughn",Q4709867,kg:/m/0f1t5n,20967,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Philip James Welch",Philip,Welch,James,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000264,411432,9927,"Phil J. Welch",Q2085665,kg:/m/02rzb41,23534,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Herman Welker",Herman,Welker,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1906-12-11,Male,W000269,411435,9930,"Herman Welker",Q1499789,kg:/m/05fc_p,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Thomas Harold Werdel",Thomas,Werdel,Harold,"Not Given","Not Given","Not Given","Not Given","Not Given",1905-09-13,Male,W000298,411462,9956,"Thomas H. Werdel",Q2424476,kg:/m/02rjzsd,23575,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Albert Whitaker",John,Whitaker,Albert,"Not Given","Not Given","Not Given","Not Given","Not Given",1901-10-31,Male,W000348,411510,10002,"John A. Whitaker",Q1699082,kg:/m/02rhjqz,23630,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Stephens Wood",John,Wood,Stephens,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000699,411851,10329,"John Stephens Wood",Q1701821,kg:/m/0384k1,24050,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Travers Wood",John,Wood,Travers,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000700,411852,10330,"John Travers Wood",Q1701961,kg:/m/07kl7n,24051,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Roy Orchard Woodruff",Roy,Woodruff,Orchard,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000718,411870,10348,"Roy O. Woodruff",Q2170872,kg:/m/02q2fmd,24074,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Edward deGraffenried",Edward,deGraffenried,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,D000198,403353,2468,"Edward deGraffenried",Q1294190,kg:/m/02rk1js,12077,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Dwight Palmer Griswold",Dwight,Griswold,Palmer,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,G000481,404826,3839,"Dwight Griswold",Q365714,kg:/m/04yr5l,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Charles Edward Potter",Charles,Potter,Edward,"Not Given","Not Given","Not Given","Not Given","Not Given",1916-10-30,Male,P000460,408847,7551,"Charles E. Potter",Q1064228,kg:/m/03ld2q,19852,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Homer Daniel Angell",Homer,Angell,Daniel,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,A000257,400893,207,"Homer D. Angell",Q524875,kg:/m/02qdyk6,8622,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Frank Aloysius Barrett",Frank,Barrett,Aloysius,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000176,401177,464,"Frank A. Barrett",Q882241,kg:/m/08sqjh,8999,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Laurie Calvin Battle",Laurie,Battle,Calvin,"Not Given","Not Given","Not Given","Not Given","Not Given",1912-05-10,Male,B000242,401237,520,"Laurie C. Battle",Q1808333,kg:/m/02rk21z,9090,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Cecil William Bishop",Cecil,Bishop,William,Runt,"Not Given","Not Given","Not Given","Not Given",NULL,Male,B000486,401467,731,"C. W. Bishop",Q5006940,kg:/m/02rl0x8,9406,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Ernest King Bramblett",Ernest,Bramblett,King,"Not Given","Not Given","Not Given","Not Given","Not Given",1901-04-25,Male,B000762,401721,971,"Ernest K. Bramblett",Q1356392,kg:/m/027v_md,9761,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John William Bricker",John,Bricker,William,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000820,401777,1024,"John W. Bricker",Q885374,kg:/m/01sv0r,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Joseph Raleigh Bryson",Joseph,Bryson,Raleigh,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000999,401949,1181,"Joseph R. Bryson",Q383144,kg:/m/02vrn_n,10066,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Thomas A. Burke",Thomas,Burke,A.,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B001099,402044,1272,"Thomas A. Burke",Q1382524,kg:/m/034vsh,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Fred Ernst Busbey",Fred,Busbey,Ernst,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B001161,402103,1324,"Fred E. Busbey",Q4516506,kg:/m/02rk9jw,10270,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Hugh Alfred Butler",Hugh,Butler,Alfred,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B001177,402119,1338,"Hugh A. Butler",Q1634183,kg:/m/09vt65,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Albert Sidney Camp",Albert,Camp,Sidney,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000070,402228,1439,"Albert Sidney Camp",Q2638829,kg:/m/0gr_pl,10532,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Courtney Warren Campbell",Courtney,Campbell,Warren,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000080,402236,1445,"Courtney W. Campbell",Q1137860,kg:/m/02rhdx5,10546,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Kit Francis Clardy",Kit,Clardy,Francis,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000416,402555,1748,"Kit Clardy",Q1694675,kg:/m/0gn9zf,10973,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Clay Cole",William,Cole,Clay,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000614,402743,1928,"William Clay Cole",Q2578276,kg:/m/02rwzvh,11218,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Robert Likens Condon",Robert,Condon,Likens,"Not Given","Not Given","Not Given","Not Given","Not Given",1912-11-10,Male,C000674,402800,1977,"Robert Condon",Q1599761,kg:/m/02rjyjw,11298,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Robert Crosser",Robert,Crosser,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000932,403044,2199,"Robert Crosser",Q1796439,kg:/m/02rjykk,11620,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Wesley Abner D���Ewa",Wesley,D���Ewa,Abner,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,D000281,403144,2538,"Wesley A. D'Ewart",Q2563963,kg:/m/027y7g_,12176,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Marion Price Daniel",Marion,Daniel,Price,"Not Given","Not Given","Not Given","Not Given","Not Given",1910-10-10,Male,D000036,403176,2326,"Price Daniel",Q642065,kg:/m/03yvp9,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Joseph Rider Farrington",Joseph,Farrington,Rider,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,F000034,403995,NULL,"Joseph Rider Farrington",Q1263994,kg:/m/036nhz,13005,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Ralph Edward Flanders",Ralph,Flanders,Edward,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,F000190,404145,3206,"Ralph Flanders",Q201751,kg:/m/03_fpt,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James Stephen Golden",James,Golden,Stephen,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,G000258,404620,3649,"James S. Golden",Q278117,kg:/m/02rhjgc,13888,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Angier Louis Goodwin",Angier,Goodwin,Louis,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,G000297,404656,3682,"Angier Goodwin",Q539393,kg:/m/0dpn0d,13941,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Louis Edward Graham",Louis,Graham,Edward,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,G000360,404714,3737,"Louis E. Graham",Q6687086,kg:/m/0f6nnc,14016,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Harold Christian Hagen",Harold,Hagen,Christian,"Not Given","Not Given","Not Given","Not Given","Not Given",1901-11-10,Male,H000014,404899,3902,"Harold Hagen",Q1553207,kg:/m/0bkffq,14306,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"C. Norris Poulson",C.,Poulson,Norris,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000475,408860,7566,"Norris Poulson",Q1752310,kg:/m/01rfzg,19869,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Edward Joseph Hart",Edward,Hart,Joseph,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000284,405158,4142,"Edward J. Hart",Q198301,kg:/m/02vlgp7,14634,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Louis Benjamin Heller",Louis,Heller,Benjamin,"Not Given","Not Given","Not Given","Not Given","Not Given",1905-02-10,Male,H000460,405325,4290,"Louis B. Heller",Q1268487,kg:/m/026lcnz,14853,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Jeffrey Paul Hillelson",Jeffrey,Hillelson,Paul,"Not Given","Not Given","Not Given","Not Given","Not Given",1919-03-09,Male,H000616,405475,4431,"Jeffrey Paul Hillelson",Q1686477,kg:/m/02rz719,15046,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Charles Robert Howell",Charles,Howell,Robert,"Not Given","Not Given","Not Given","Not Given","Not Given",1904-04-23,Male,H000858,405705,4644,"Charles R. Howell",Q1065836,kg:/m/02vptzq,15347,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Merlin Hull",Merlin,Hull,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000943,405788,4720,"Merlin Hull",Q975922,kg:/m/0262sqj,15449,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Allan Oakley Hunter",Allan,Hunter,Oakley,"Not Given","Not Given","Not Given","Not Given","Not Given",1916-06-15,Male,H000979,405823,4751,"Allan O. Hunter",Q2648018,kg:/m/027dmp6,15488,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Irving McNeil Ives",Irving,Ives,McNeil,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,I000050,405905,4834,"Irving Ives",Q382801,kg:/m/05hqqg,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Ezra Jenner",William,Jenner,Ezra,"Not Given","Not Given","Not Given","Not Given","Not Given",1908-07-21,Male,J000093,405995,4922,"William E. Jenner",Q2578579,kg:/m/03mfhk,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Edgar Allan Jonas",Edgar,Jonas,Allan,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,J000207,406102,5020,"Edgar A. Jonas",Q5337080,kg:/m/02rkyrk,15956,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Charles Joseph Kersten",Charles,Kersten,Joseph,"Not Given","Not Given","Not Given","Not Given","Not Given",1902-05-26,Male,K000150,406314,5217,"Charles J. Kersten",Q263728,kg:/m/02vrqd1,16266,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Harley Martin Kilgore",Harley,Kilgore,Martin,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,K000176,406339,5240,"Harley M. Kilgore",Q368666,kg:/m/06wycr,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Fife Knowland",William,Knowland,Fife,"Not Given","Not Given","Not Given","Not Given","Not Given",1908-06-26,Male,K000292,406448,5343,"William F. Knowland",Q5915564,kg:/m/038_64,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Langer",William,Langer,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,L000070,406579,5452,"William Langer",Q370780,kg:/m/035t5v,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Courtland Lantaff",William,Lantaff,Courtland,"Not Given","Not Given","Not Given","Not Given","Not Given",1913-07-31,Male,L000089,406598,5471,"William C. Lantaff",Q2578205,kg:/m/07g700,16702,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Wingate Hezekiah Lucas",Wingate,Lucas,Hezekiah,"Not Given","Not Given","Not Given","Not Given","Not Given",1908-05-01,Male,L000496,406983,5826,"Wingate H. Lucas",Q1668842,kg:/m/02rvb3j,17211,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Emmett Lyle",John,Lyle,Emmett,"Not Given",Jr.,"Not Given","Not Given","Not Given",1910-09-04,Male,L000525,407009,5847,"John E. Lyle Jr.",Q1699892,kg:/m/03c2zzz,17249,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"George Wilson Malone",George,Malone,Wilson,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M000086,407112,5944,"George W. Malone",Q1508451,kg:/m/0cqrbv,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Edward Martin",Edward,Martin,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M000177,407199,6021,"Edward Martin (Pennsylvania politician)",Q355764,kg:/m/08pkx2,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Joseph Raymond McCarthy",Joseph,McCarthy,Raymond,"Not Given","Not Given","Not Given","Not Given","Not Given",1908-11-14,Male,M000315,407327,6137,"Joseph McCarthy",Q189197,kg:/m/0455m,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"D. Bailey Merrill",D.,Merrill,Bailey,"Not Given","Not Given","Not Given","Not Given","Not Given",1912-11-22,Male,M000656,407642,6429,"D. Bailey Merrill",Q1151391,kg:/m/02rkfbx,18143,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Howard Shultz Miller",Howard,Miller,Shultz,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M000729,407708,6485,"Howard Shultz Miller",Q670990,kg:/m/02rm9vs,18244,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"George Donoghue O���Bri",George,O���Bri,Donoghue,"Not Given","Not Given","Not Given","Not Given","Not Given",1900-01-01,Male,O000009,408260,6998,"George D. O'Brien",Q1507178,kg:/m/02pz8jw,19082,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Charles Gibb Oakman",Charles,Oakman,Gibb,"Not Given","Not Given","Not Given","Not Given","Not Given",1903-09-04,Male,O000004,408316,6995,"Charles G. Oakman",Q1064484,kg:/m/02q4x0r,19073,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Harold Ambrose Patten",Harold,Patten,Ambrose,"Not Given","Not Given","Not Given","Not Given","Not Given",1907-10-06,Male,P000107,408515,7234,"Harold Patten",Q1585904,kg:/m/07bgl4,19406,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Arthur Purtell",William,Purtell,Arthur,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000575,408958,7656,"William A. Purtell",Q2577752,kg:/m/04sbr5,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Henry Frazier Reams",Henry,Reams,Frazier,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,R000100,409080,7771,"Frazier Reams",Q5494116,kg:/m/07st1h,20207,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Kenneth Mills Regan",Kenneth,Regan,Mills,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,R000140,409119,7806,"Kenneth M. Regan",Q1738880,kg:/m/02rvb2h,20255,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Dwight Laing Rogers",Dwight,Rogers,Laing,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,R000391,409359,8023,"Dwight L. Rogers",Q1268479,kg:/m/02rhfcn,20567,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Franklin Delano Roosevelt",Franklin,Roosevelt,Delano,"Not Given",Jr.,"Not Given","Not Given","Not Given",1914-08-17,Male,R000425,409390,8050,"Franklin Delano Roosevelt Jr.",Q275876,kg:/m/027smn,20613,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Paul Werntz Shafer",Paul,Shafer,Werntz,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000277,409776,8392,"Paul W. Shafer",Q535230,kg:/m/0284712,21480,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
